; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065374720,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1540697996,"CurrentTimeLocal","Sat Oct 27 20:39:56 2018","Hostname","nid01146","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7e-05
; "Time_ContextDestroy [ms]", 0.000147
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","float",3,"radix357",25,27,25,9,6,"Success",0.005892,8.060976,7.821692,0.005204,0.366843,0.092988,0.009738,0.5104,16.874478,137700,0,67500,5.8998466109e-08,0
"Fftw","Outplace","Real","float",3,"radix357",25,27,25,10,6,"Success",0.005908,8.218,7.980297,0.005168,0.35116,0.075362,0.01018,0.51659,17.163665,137700,0,67500,5.8998466109e-08,0
"Fftw","Outplace","Real","float",3,"radix357",25,27,25,11,6,"Success",0.005764,8.148593,8.020559,0.005126,0.384551,0.076977,0.009641,0.516405,17.168324,137700,0,67500,5.8998466109e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,0,8,"Warmup",0.003787,38.620075,33.155356,0.377007,352.275932,183.614684,0.382042,0.638747,609.068334,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,1,8,"Warmup",0.004995,37.902515,33.162749,0.343787,350.434781,179.906964,0.380227,0.667884,602.804554,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,2,8,"Success",0.004111,38.056675,34.325052,0.344097,355.613947,179.220619,0.380624,0.645945,608.591707,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,3,8,"Success",0.004843,38.314922,33.490937,0.348501,350.479521,178.028534,0.379905,0.644078,601.691899,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,4,8,"Success",0.004114,38.006197,34.62366,0.344569,353.655983,180.382502,0.386962,0.651692,608.056316,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,5,8,"Success",0.004982,38.849915,33.491482,0.350393,352.821036,178.541425,0.380858,0.650251,605.091144,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,6,8,"Success",0.004898,37.15341,34.324793,0.343513,348.425884,178.740123,0.379751,0.646109,600.019073,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,7,8,"Success",0.005253,37.582953,33.45731,0.352156,355.035722,178.124034,0.380595,0.651015,605.589713,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,8,8,"Success",0.004981,37.557495,33.257902,0.343563,351.698716,183.561046,0.38048,0.637994,607.442752,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,9,8,"Success",0.004881,37.65661,33.198877,0.350325,347.182342,178.167036,0.380349,0.63961,597.580696,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,10,8,"Success",0.004163,37.621782,33.238544,0.389,351.683146,176.344126,0.381045,0.635594,600.298084,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Outplace","Real","float",3,"radix357",81,125,125,11,8,"Success",0.004957,37.720568,34.326601,0.351402,350.846305,174.626318,0.380968,0.639109,598.896816,10165500,0,5062500,7.6586727927e-08,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,0,0,"Warmup",0.005217,43.549184,41.236679,0.05392,0.769721,0.436298,0.065456,0.956483,87.073556,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,1,0,"Warmup",0.005798,43.552093,41.041949,0.055305,0.58559,0.409649,0.066344,0.953761,86.671113,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,2,0,"Success",0.005671,43.651251,41.256533,0.057486,0.628405,0.449866,0.065448,0.95573,87.071011,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,3,0,"Success",0.00575,43.547534,41.098886,0.05568,0.610811,0.415079,0.065089,0.946229,86.745651,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,4,0,"Success",0.005796,43.531934,40.976768,0.054325,0.626962,0.402744,0.065578,0.928809,86.593768,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,5,0,"Success",0.005769,43.537955,41.096812,0.056328,0.665001,0.381664,0.065863,0.926381,86.736377,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,6,0,"Success",0.005886,43.879809,41.237341,0.055275,0.595663,0.394642,0.06571,0.947372,87.182282,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,7,0,"Success",0.006559,43.921933,41.142587,0.05582,0.587111,0.428469,0.06592,0.953803,87.162772,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,8,0,"Success",0.005703,43.640967,41.040074,0.054578,0.670773,0.381072,0.06696,0.935171,86.795973,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,9,0,"Success",0.005773,43.618047,41.01102,0.056186,0.643638,0.434461,0.067091,0.949918,86.786732,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,10,0,"Success",0.005751,43.792091,41.285559,0.058314,0.603359,0.394674,0.066616,0.946523,87.153544,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",32767,0,0,11,0,"Success",0.005702,43.515769,41.13478,0.054749,0.563413,0.444882,0.06536,0.945462,86.730767,524272,0,524272,2.1516172608e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,0,1,"Warmup",0.004106,84.428221,82.817189,0.075006,24.960584,55.867367,0.153625,0.965029,249.271898,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,1,1,"Warmup",0.006517,87.957504,85.628776,0.083384,9.01267,1.051649,0.142037,1.020205,184.903517,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,2,1,"Success",0.005392,86.029526,84.429063,0.091027,1.331502,1.049099,0.142271,1.011576,174.090238,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,3,1,"Success",0.005324,85.947214,84.353174,0.090885,1.380349,1.041859,0.142198,1.007467,173.969197,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,4,1,"Success",0.00531,86.467715,84.205023,0.091067,1.324823,1.040835,0.139959,1.004568,174.280097,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,5,1,"Success",0.005372,86.366375,83.748207,0.089294,1.350863,1.041795,0.140275,1.027384,173.770341,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,6,1,"Success",0.005246,85.978899,83.931941,0.091191,1.390244,1.038331,0.142053,1.013123,173.591776,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,7,1,"Success",0.006518,86.918692,83.64018,0.091208,1.36026,1.048406,0.139702,0.996224,174.201858,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,8,1,"Success",0.00554,86.264913,84.301048,0.089534,1.338884,1.040781,0.141219,1.007246,174.189856,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,9,1,"Success",0.005352,86.328173,83.847219,0.089026,1.350493,1.071466,0.140681,1.010454,173.843724,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,10,1,"Success",0.005372,86.364229,84.39471,0.088696,1.328523,1.047535,0.140304,1.029951,174.400125,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",65535,0,0,11,1,"Success",0.005315,85.883758,83.775144,0.090593,20.865736,1.037129,0.140116,1.002861,192.80138,1048560,0,1048560,1.4457203684e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,0,2,"Warmup",0.004004,14.87268,9.301913,0.199127,4.030452,4.006314,0.181443,0.250074,32.846929,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,1,2,"Warmup",0.005761,15.123019,9.035241,0.183001,3.917284,4.032852,0.181345,0.256074,32.735481,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,2,2,"Success",0.005768,15.132908,9.066685,0.182141,3.90593,3.993041,0.181453,0.255918,32.724768,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,3,2,"Success",0.005703,15.098284,9.125794,0.1823,3.92299,3.995787,0.180999,0.255726,32.768412,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,4,2,"Success",0.005721,15.046228,9.065327,0.182598,3.921902,3.972211,0.181267,0.252023,32.628084,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,5,2,"Success",0.005672,15.065765,9.074563,0.182334,3.889656,4.01744,0.1814,0.255669,32.673334,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,6,2,"Success",0.005673,15.085212,9.032188,0.182316,3.907078,4.019339,0.181372,0.251358,32.665401,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,7,2,"Success",0.005653,15.105021,9.004775,0.182357,3.90568,4.00566,0.181416,0.258689,32.650041,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,8,2,"Success",0.00575,15.036982,9.029134,0.182543,3.917732,4.021478,0.181189,0.255978,32.631606,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,9,2,"Success",0.005691,15.148598,9.065002,0.18278,3.950134,4.012923,0.181994,0.253606,32.801542,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,10,2,"Success",0.006057,15.023439,9.028605,0.182461,3.922165,4.001881,0.181588,0.270551,32.617535,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",1,"oddshape",131071,0,0,11,2,"Success",0.005741,15.092088,9.019401,0.182671,3.903737,4.004827,0.181389,0.254444,32.645159,2097136,0,2097136,2.7896238616e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,0,0,"Warmup",0.005164,16.76733,16.523131,0.022021,0.337274,0.14611,0.038153,0.46003,34.299925,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,1,0,"Warmup",0.005752,17.10169,16.273206,0.027018,0.366019,0.100104,0.035092,0.447651,34.357197,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,2,0,"Success",0.005969,16.963657,16.3441,0.022337,0.2968,0.111329,0.035902,0.473877,34.254728,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,3,0,"Success",0.005828,16.949189,16.258379,0.02183,0.304175,0.105658,0.035383,0.450102,34.131242,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,4,0,"Success",0.005839,16.732865,16.307504,0.021981,0.300617,0.107224,0.035823,0.450159,33.962705,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,5,0,"Success",0.005817,16.918639,16.273086,0.021987,0.311927,0.109128,0.035229,0.448049,34.124463,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,6,0,"Success",0.005962,16.751959,16.279009,0.022166,0.358112,0.103074,0.034597,0.460538,34.01608,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,7,0,"Success",0.005737,16.795188,16.260155,0.022146,0.314015,0.102171,0.035258,0.463387,33.998735,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,8,0,"Success",0.005729,16.918166,16.513474,0.022187,0.303316,0.109618,0.034956,0.457893,34.365952,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,9,0,"Success",0.005837,16.829955,16.616608,0.022214,0.309786,0.135563,0.035976,0.444277,34.400959,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,10,0,"Success",0.00592,16.757408,16.600611,0.022844,0.29183,0.105883,0.035604,0.448724,34.269485,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",127,129,0,11,0,"Success",0.00593,16.782247,16.280776,0.022276,0.319542,0.147199,0.036982,0.464053,34.059714,262128,0,262128,1.9483157399e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,0,1,"Warmup",0.004168,16.543673,17.833325,0.080118,0.446848,0.194226,0.134135,0.797588,36.03885,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,1,1,"Warmup",0.005852,16.671022,17.157481,0.078624,0.407042,0.201488,0.135922,0.801659,35.45978,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,2,1,"Success",0.006735,16.672417,17.192244,0.078587,0.483792,0.227149,0.134513,0.796092,35.592198,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,3,1,"Success",0.005737,16.703954,17.166418,0.078355,0.419308,0.193382,0.134835,0.811716,35.514444,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,4,1,"Success",0.005862,16.942218,17.159969,0.078902,0.422485,0.192856,0.133741,0.794648,35.73152,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,5,1,"Success",0.005732,16.677663,17.187762,0.078621,0.461235,0.232653,0.134719,0.805936,35.585124,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,6,1,"Success",0.0058,16.626506,17.190119,0.078739,0.406353,0.201413,0.135129,0.800462,35.445183,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,7,1,"Success",0.006231,16.662406,17.2364,0.078951,0.451699,0.22958,0.134203,0.799837,35.600058,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,8,1,"Success",0.005768,16.721485,17.210795,0.078768,0.42362,0.193067,0.13406,0.823783,35.591967,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,9,1,"Success",0.005768,16.765876,17.177399,0.078663,0.422476,0.195738,0.134905,0.791761,35.573384,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,10,1,"Success",0.00583,16.815644,17.382444,0.078976,0.444777,0.199886,0.134673,0.800003,35.862877,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",255,257,0,11,1,"Success",0.005779,16.857419,17.154039,0.078753,0.440232,0.202456,0.134253,0.79273,35.666427,1048560,0,1048560,1.4255133418e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,0,4,"Warmup",0.005168,13.541696,14.347022,0.0857,0.570719,0.428441,0.137463,0.567053,29.683921,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,1,4,"Warmup",0.005891,13.768694,14.367045,0.08578,0.510018,0.429678,0.137022,0.567481,29.872379,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,2,4,"Success",0.006365,13.675816,14.731616,0.085688,0.518881,0.456995,0.139225,0.568519,30.18391,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,3,4,"Success",0.005871,13.674717,14.773438,0.085653,0.532301,0.43725,0.137847,0.5678,30.215618,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,4,4,"Success",0.005923,13.899171,14.514456,0.085663,0.616843,0.447681,0.138989,0.563216,30.272674,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,5,4,"Success",0.0058,13.685428,14.62533,0.085625,0.540092,0.430323,0.138089,0.580671,30.092134,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,6,4,"Success",0.005879,13.783065,14.809629,0.085626,0.518638,0.433257,0.138146,0.566521,30.341739,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,7,4,"Success",0.005832,14.091112,14.397496,0.085674,0.509917,0.455337,0.138876,0.569773,30.254824,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,8,4,"Success",0.006047,13.661486,14.321748,0.085799,0.494357,0.425967,0.136914,0.571947,29.70502,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,9,4,"Success",0.005934,13.754996,14.424405,0.085596,0.481391,0.459609,0.139144,0.569121,29.920943,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,10,4,"Success",0.005851,14.348384,14.879395,0.0912,0.539801,0.45237,0.138472,0.562772,31.018942,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",256,267,0,11,4,"Success",0.005874,13.698946,14.349112,0.08559,0.606053,0.44796,0.135862,0.569763,29.899908,1093632,0,1093632,1.0257940835e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,0,2,"Warmup",0.003838,17.494646,18.189068,0.35516,23.548797,23.837815,0.369349,0.638322,84.437932,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,1,2,"Warmup",0.006297,17.311515,18.112616,0.310313,23.728764,24.033048,0.367973,0.637218,84.508572,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,2,2,"Success",0.005328,19.40245,17.995348,0.310094,23.612924,23.81194,0.366919,0.640488,86.146291,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,3,2,"Success",0.005283,17.497931,18.101316,0.31035,23.589258,24.00027,0.368559,0.640501,84.514214,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,4,2,"Success",0.005431,17.43906,18.162264,0.309872,23.608329,23.835007,0.368288,0.641537,84.37051,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,5,2,"Success",0.004775,17.543721,18.113571,0.310202,23.671056,24.033018,0.368451,0.639028,84.684557,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,6,2,"Success",0.005246,17.546089,18.056255,0.310388,23.574331,24.074359,0.368718,0.644368,84.580429,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,7,2,"Success",0.005267,17.249875,18.187155,0.325255,23.62637,23.809612,0.369003,0.640801,84.214072,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,8,2,"Success",0.00537,17.216239,18.074714,0.310011,23.661294,23.804032,0.378103,0.643026,84.093499,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,9,2,"Success",0.005288,17.443494,18.088812,0.310461,23.600721,24.065956,0.368403,0.636688,84.520523,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,10,2,"Success",0.005188,17.244064,18.068208,0.315785,23.607184,23.801369,0.369772,0.650182,84.062541,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",2,"oddshape",511,513,0,11,2,"Success",0.005236,17.498802,18.202741,0.310311,23.686604,29.957376,0.377954,0.639063,90.678912,4194288,0,4194288,1.6073627672e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,0,0,"Warmup",0.005384,14.927407,15.001156,0.037105,0.571789,0.103443,0.057531,0.589564,31.294129,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,1,0,"Warmup",0.005822,15.100172,14.774016,0.036652,0.488961,0.117467,0.05843,0.587113,31.169341,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,2,0,"Success",0.005829,15.477491,14.860202,0.036055,0.484638,0.103959,0.058016,0.586149,31.613049,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,3,0,"Success",0.005865,15.028136,14.810267,0.036099,0.519681,0.109323,0.058546,0.584887,31.153421,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,4,0,"Success",0.005824,15.207783,15.045679,0.035977,0.496632,0.103764,0.07007,0.587524,31.554015,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,5,0,"Success",0.00583,14.97866,14.740906,0.036204,0.536998,0.10651,0.058556,0.592372,31.056853,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,6,0,"Success",0.005861,14.975887,15.084878,0.035778,0.526919,0.104313,0.058328,0.586333,31.379027,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,7,0,"Success",0.005715,15.084546,14.789101,0.036506,0.491607,0.105317,0.05832,0.583603,31.155402,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,8,0,"Success",0.005972,14.997992,15.074004,0.035997,0.49834,0.106568,0.059262,0.583488,31.362372,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,9,0,"Success",0.005842,14.928356,15.395905,0.036212,0.508246,0.109148,0.058565,0.583388,31.626393,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,10,0,"Success",0.006008,15.261751,15.149397,0.036132,0.49424,0.103628,0.057467,0.582456,31.691721,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",31,29,30,11,0,"Success",0.005786,15.02224,14.763893,0.036139,0.514361,0.108469,0.059014,0.605316,31.115873,431520,0,431520,1.1459526539e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,0,7,"Warmup",0.004134,13.286003,15.555474,0.609498,0.486714,0.335149,0.410646,0.884239,31.572527,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,1,7,"Warmup",0.005378,13.45199,15.612628,0.219264,0.630781,0.347374,0.407863,0.865612,31.541651,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,2,7,"Success",0.005399,13.632407,16.377172,0.214796,0.493005,0.330841,0.408283,0.863098,32.325642,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,3,7,"Success",0.016465,13.36702,15.694518,0.214237,0.560154,0.327988,0.409049,0.860767,31.45082,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,4,7,"Success",0.019749,13.584197,15.795897,0.214602,0.51762,0.328154,0.423826,0.864387,31.749056,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,5,7,"Success",0.00536,13.675891,15.585875,0.214481,0.560332,0.326541,0.407416,0.869119,31.645667,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,6,7,"Success",0.005248,14.025484,16.192304,0.216062,0.601562,0.326809,0.406294,0.863889,32.638354,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,7,7,"Success",0.01595,13.961142,15.584525,0.214353,0.508558,0.328919,0.416188,0.859065,31.889272,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,8,7,"Success",0.005412,13.433584,16.074662,0.222723,0.561547,0.328119,0.408394,0.859694,31.894854,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,9,7,"Success",0.005398,13.404865,15.743696,0.221245,0.481716,0.32876,0.407966,0.868283,31.462548,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,10,7,"Success",0.005325,13.448301,15.677565,0.215162,0.504174,0.330477,0.408269,0.867268,31.457264,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",49,81,51,11,7,"Success",0.005261,13.238284,15.59567,0.215534,0.518304,0.327369,0.405823,0.889721,31.196651,3238704,0,3238704,1.0177003685e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",63,67,65,0,1,"Warmup",0.003859,13.281966,14.131878,0.346013,3.229723,2.971774,0.530159,0.950297,35.446492,4389840,0,4389840,1.1306477787e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",63,67,65,1,1,"Warmup",0.004178,13.398095,14.35496,0.334961,3.24465,2.966005,0.53728,0.953694,35.794555,4389840,0,4389840,1.1306477787e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",63,67,65,2,1,"Success",0.00416,13.428725,14.047623,0.338949,3.197737,2.979085,0.541016,0.964146,35.502104,4389840,0,4389840,1.1306477787e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",63,67,65,3,1,"Success",0.004203,13.407241,14.119871,0.335564,3.197631,2.9685,0.540367,0.970302,35.544369,4389840,0,4389840,1.1306477787e-16,0
"Fftw","Inplace","Complex","double",3,"oddshape",63,67,65,4,1,"Success",0.004036,13.463531,14.090154,0.335127,3.245936,2.953687,0.527228,0.949102,35.569563,4389840,0,4389840,1.1306477787e-16,0
