; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065374720,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1540697996,"CurrentTimeLocal","Sat Oct 27 20:39:56 2018","Hostname","nid01146","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7e-05
; "Time_ContextDestroy [ms]", 0.000147
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,8,7,"Success",0.00486,7.68117,7.641605,0.018004,0.495298,0.315052,0.031195,1.162229,17.349871,236200,0,236196,7.4934745621e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,9,7,"Success",0.0049,8.130061,8.000462,0.017828,0.457908,0.311123,0.031908,1.277009,18.23169,236200,0,236196,7.4934745621e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,10,7,"Success",0.004969,7.70137,7.642049,0.017982,0.471505,0.308363,0.033573,1.164545,17.344883,236200,0,236196,7.4934745621e-08,0
"Fftw","Inplace","Real","float",1,"radix357",59049,0,0,11,7,"Success",0.005025,7.716372,7.740927,0.017816,0.585624,0.335025,0.031867,1.245146,17.678292,236200,0,236196,7.4934745621e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,0,8,"Warmup",0.00477,11.33807,11.275328,0.049261,0.909553,0.718123,0.059928,1.66545,26.020984,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,1,8,"Warmup",0.003887,11.269522,11.090807,0.043738,0.889775,0.759369,0.060895,1.659417,25.777877,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,2,8,"Success",0.003862,11.1476,11.094235,0.044141,0.895799,0.730011,0.060814,1.673247,25.650194,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,3,8,"Success",0.003804,11.315627,11.353786,0.043688,0.99879,0.775585,0.059165,1.672484,26.223416,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,4,8,"Success",0.003855,11.11787,11.239336,0.044191,0.900353,0.695793,0.060737,1.653306,25.715998,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,5,8,"Success",0.00384,11.269298,11.217457,0.044467,0.906671,0.715357,0.0604,1.670173,25.888103,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,6,8,"Success",0.003726,11.311677,11.407535,0.043801,0.912321,0.740968,0.061081,1.66945,26.150991,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,7,8,"Success",0.003962,11.149678,11.191067,0.04444,0.924797,0.693985,0.060059,1.656226,25.724654,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,8,8,"Success",0.004999,11.201726,11.197384,0.043995,0.940814,0.725918,0.061036,1.659982,25.836284,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,9,8,"Success",0.003848,11.152515,11.203135,0.043663,0.92609,0.727465,0.061446,1.670592,25.789209,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,10,8,"Success",0.00383,11.147755,11.084653,0.050294,1.0983,0.717988,0.061767,1.659696,25.824708,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",1,"radix357",117649,0,0,11,8,"Success",0.00391,11.049177,11.169128,0.043893,0.964301,0.713713,0.060372,1.659003,25.663918,470600,0,470596,6.7681251918e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,0,6,"Warmup",0.003795,13.186214,11.201156,0.005606,0.724584,0.423233,0.011634,1.099004,26.65587,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,1,6,"Warmup",0.005158,13.268155,11.200674,0.005675,0.725674,0.417768,0.011864,1.112052,26.747786,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,2,6,"Success",0.005019,13.257702,10.901518,0.005672,0.769645,0.420189,0.011705,1.074036,26.446131,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,3,6,"Success",0.005115,13.310437,11.054771,0.005715,0.747971,0.417385,0.011318,1.088367,26.641685,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,4,6,"Success",0.004974,13.309859,11.213197,0.005571,0.728518,0.422179,0.010981,1.070407,26.76639,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,5,6,"Success",0.004973,13.275872,11.232829,0.00568,0.735594,0.417832,0.011327,1.08413,26.768972,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,6,6,"Success",0.00503,13.28689,11.223322,0.005635,0.755688,0.416394,0.012215,1.088509,26.794357,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,7,6,"Success",0.0051,13.291315,11.249957,0.00576,0.724483,0.419196,0.011516,1.071962,26.779911,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,8,6,"Success",0.005019,13.249228,10.656036,0.005639,0.715832,0.421621,0.01129,1.095029,26.160317,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,9,6,"Success",0.004985,13.486728,11.201183,0.0057,0.731132,0.419136,0.011295,1.080154,26.940942,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,10,6,"Success",0.005092,13.29715,10.666887,0.005758,0.772867,0.419593,0.011233,1.083716,26.262974,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",125,125,0,11,6,"Success",0.005189,13.297402,10.677147,0.005725,63.63277,0.41697,0.012265,1.119012,89.167078,63000,0,62500,6.2664388978e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,0,7,"Warmup",0.004514,14.904978,15.185934,0.02782,0.476118,0.113935,0.041173,1.411977,32.167211,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,1,7,"Warmup",0.003837,14.837614,15.151972,0.024849,0.487055,0.109162,0.041473,1.404675,32.061292,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,2,7,"Success",0.00395,14.953769,15.067819,0.024568,0.504227,0.144656,0.041715,1.438287,32.179699,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,3,7,"Success",0.003941,14.758541,15.168418,0.024359,0.500754,0.117,0.04194,1.423189,32.03878,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,4,7,"Success",0.003896,14.717601,15.276002,0.02549,0.508268,0.111325,0.041202,1.414967,32.0995,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,5,7,"Success",0.003859,14.92807,15.080026,0.024683,0.488551,0.11783,0.040669,1.438252,32.122653,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,6,7,"Success",0.003842,14.799129,15.161758,0.025331,0.497056,0.113966,0.041193,1.418481,32.061402,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,7,7,"Success",0.003877,15.215225,15.271962,0.02452,0.511197,0.113112,0.040373,1.409998,32.590914,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,8,7,"Success",0.003806,14.820565,15.18605,0.024791,0.494755,0.10939,0.040711,1.430562,32.111313,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,9,7,"Success",0.003791,15.102603,15.181085,0.025528,0.503424,0.118042,0.041087,1.411396,32.387638,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,10,7,"Success",0.003998,14.9329,15.167056,0.025511,0.510886,0.110272,0.040684,1.408732,32.200681,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",243,243,0,11,7,"Success",0.003827,15.056705,15.042581,0.025931,0.523364,0.117737,0.04126,1.439146,32.251295,237168,0,236196,6.6505851695e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,0,8,"Warmup",0.008974,20.11045,19.706006,0.255207,1.288271,0.265654,0.226415,1.572897,43.434556,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,1,8,"Warmup",0.004055,19.594285,19.014025,0.130997,1.246375,0.25949,0.226444,1.663951,42.140392,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,2,8,"Success",0.00398,19.769291,19.227432,0.131281,1.331022,0.263388,0.227403,1.638835,42.593293,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,3,8,"Success",0.004091,19.960331,19.012037,0.129096,1.239396,0.259928,0.228139,1.646531,42.480227,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,4,8,"Success",0.004054,19.898174,18.865669,0.131921,1.245221,0.263564,0.226186,1.634351,42.269831,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,5,8,"Success",0.004005,19.995721,19.005564,0.131249,1.310675,0.260391,0.226825,1.634213,42.569297,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,6,8,"Success",0.005133,19.512462,18.909572,0.133263,1.275241,0.261724,0.22634,1.635234,41.959629,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,7,8,"Success",0.004109,19.579467,19.219609,0.131847,1.260144,0.261635,0.244522,1.641503,42.343451,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,8,8,"Success",0.004098,19.609522,18.912808,0.132466,1.297913,0.260082,0.22762,1.636834,42.081968,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,9,8,"Success",0.004009,19.839841,19.316751,0.132525,35.673879,1.942112,0.227027,1.588281,78.725141,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,10,8,"Success",0.005421,21.355614,19.573286,0.134866,1.277647,0.259467,0.227102,1.623744,44.457819,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",2,"radix357",625,625,0,11,8,"Success",0.004076,19.657586,18.915365,0.132996,1.232388,0.280525,0.21797,1.638089,42.079675,1565000,0,1562500,7.3954103741e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,0,6,"Warmup",0.003774,7.601,7.975661,0.008913,0.389605,0.072273,0.015266,0.521482,16.588788,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,1,6,"Warmup",0.005447,7.932057,7.679196,0.008802,0.312111,0.071335,0.015119,0.541831,16.568252,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,2,6,"Success",0.005477,8.113669,7.717278,0.008774,0.267922,0.070412,0.015249,0.519304,16.718883,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,3,6,"Success",0.005431,7.973222,7.62862,0.008614,0.270452,0.067679,0.015044,0.528522,16.498803,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,4,6,"Success",0.005545,7.964927,7.660888,0.008405,0.283421,0.076051,0.015272,0.515411,16.530693,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,5,6,"Success",0.005518,7.936097,7.695615,0.008382,0.292894,0.066785,0.015677,0.516121,16.537895,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,6,6,"Success",0.005513,8.002055,7.661745,0.008828,0.260092,0.069257,0.014991,0.539024,16.562511,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,7,6,"Success",0.00557,8.382081,7.79816,0.008912,0.288164,0.070191,0.015363,0.524375,17.096526,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,8,6,"Success",0.005505,8.095455,7.700014,0.008461,0.236447,0.085556,0.017674,0.545454,16.695301,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,9,6,"Success",0.005481,7.988913,7.661261,0.008395,0.254899,0.089876,0.017057,0.535619,16.562177,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,10,6,"Success",0.005561,8.017102,7.70913,0.008759,0.287716,0.06812,0.015178,0.527228,16.639669,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",25,27,25,11,6,"Success",0.005491,7.950573,7.704377,0.00862,0.284777,0.06718,0.014961,0.51705,16.553869,70200,0,67500,5.8998466109e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,0,8,"Warmup",0.003626,23.88947,22.152839,0.743696,1.035919,0.615506,0.767299,0.92674,50.135954,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,1,8,"Warmup",0.003865,23.993821,21.897191,0.429297,1.046675,0.607807,0.771785,0.918099,49.669332,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,2,8,"Success",0.003891,23.992022,21.698719,0.43591,0.912137,0.610902,0.765392,0.937426,49.357166,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,3,8,"Success",0.005043,23.743064,22.633847,0.43194,0.933372,0.610058,0.764577,0.935452,50.058137,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,4,8,"Success",0.005007,23.93001,22.390741,0.429144,0.929561,0.624598,0.783001,0.930487,50.02338,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,5,8,"Success",0.00387,23.762602,22.596838,0.429031,0.925976,0.633892,0.763802,0.937845,50.054617,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,6,8,"Success",0.003836,23.996597,22.123398,0.436299,0.919495,0.60722,0.750289,0.955433,49.793329,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,7,8,"Success",0.003867,23.830603,22.365746,0.433813,0.904584,0.607136,0.788105,0.981488,49.916051,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,8,8,"Success",0.003848,24.011339,22.139636,0.432897,0.889189,0.603447,0.764558,0.955015,49.800759,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,9,8,"Success",0.003829,24.004817,22.604939,0.432572,1.024738,0.607232,0.765828,0.954703,50.399516,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,10,8,"Success",0.003865,23.866039,21.876732,0.425853,0.891345,0.610562,0.769374,0.93546,49.380067,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Inplace","Real","float",3,"radix357",81,125,125,11,8,"Success",0.003803,24.038069,22.656613,0.427888,0.934338,0.604649,0.765712,0.952091,50.383954,5103000,0,5062500,7.6849766126e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,0,0,"Warmup",0.011025,19.322317,19.155416,0.026575,0.600391,0.240398,0.035377,1.053728,40.44592,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,1,0,"Warmup",0.012262,19.26308,18.9457,0.02819,0.535327,0.255014,0.032058,1.03297,40.105315,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,2,0,"Success",0.01182,19.467657,18.986416,0.022999,0.523765,0.234227,0.036328,1.057214,40.341215,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,3,0,"Success",0.011827,19.573395,18.99833,0.030651,0.5137,0.234007,0.036619,1.091477,40.490743,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,4,0,"Success",0.011965,19.475993,18.947385,0.030483,0.556753,0.277484,0.033298,1.058785,40.392753,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,5,0,"Success",0.011703,19.484409,18.978276,0.0228,0.508655,0.259594,0.033479,1.077344,40.376934,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,6,0,"Success",0.012085,19.586935,19.012291,0.024761,0.497788,0.279306,0.033825,1.043949,40.491663,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,7,0,"Success",0.020111,19.653031,18.952142,0.026939,0.521268,0.238851,0.035289,1.075376,40.523646,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,8,0,"Success",0.012084,19.562991,19.190497,0.029516,0.542098,0.285495,0.032053,1.041889,40.697303,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,9,0,"Success",0.011946,19.332927,19.034433,0.022526,0.536425,0.244239,0.034667,1.079596,40.297426,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,10,0,"Success",0.011956,19.553249,19.097752,0.027342,0.538122,0.275082,0.031856,1.047028,40.583157,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",32767,0,0,11,0,"Success",0.012009,19.46255,19.056756,0.023588,0.49365,0.272175,0.034231,1.071522,40.427141,524272,0,262136,9.4354090725e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,0,1,"Warmup",0.012209,30.143036,30.453138,0.277385,2.585359,2.240267,0.065413,0.978926,66.756447,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,1,1,"Warmup",0.015533,30.1626,30.528209,0.230636,2.429698,2.223949,0.065273,0.970482,66.627195,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,2,1,"Success",0.015507,30.229457,30.428021,0.218915,2.580926,2.236644,0.064289,0.99091,66.765267,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,3,1,"Success",0.015693,30.224411,30.454758,0.224086,2.445345,2.227347,0.064619,0.970528,66.627484,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,4,1,"Success",0.015521,30.222085,30.449002,0.222456,2.494283,2.227724,0.064547,0.963361,66.659642,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,5,1,"Success",0.015578,30.288993,30.535161,0.223371,2.546441,2.226533,0.065395,0.996733,66.898762,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,6,1,"Success",0.015745,30.307803,30.366223,0.217738,2.546164,2.218262,0.064693,0.992791,66.730087,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,7,1,"Success",0.015873,30.284162,30.446303,0.23376,2.461787,2.227484,0.065547,0.999977,66.735474,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,8,1,"Success",0.015686,30.222448,30.383138,0.214785,2.495062,2.233011,0.065592,0.99858,66.628837,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,9,1,"Success",0.01592,30.243611,30.620397,0.234072,2.473545,2.216488,0.065155,0.981169,66.850893,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,10,1,"Success",0.01575,30.411133,30.481703,0.221641,2.49164,2.221952,0.064066,0.995008,66.903449,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",65535,0,0,11,1,"Success",0.015917,30.277165,30.424999,0.22407,2.446152,2.241162,0.06562,0.983795,66.679525,1048560,0,524280,7.4413697313e-08,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,0,2,"Warmup",0.01459,19.019429,6.464716,0.87966,4.70281,2.463554,0.09274,1.979747,35.618167,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,1,2,"Warmup",0.012475,18.133133,6.405914,0.819299,4.707434,2.468712,0.092518,1.936565,34.578088,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,2,2,"Success",0.012508,18.107104,6.639213,0.81618,4.703934,2.436732,0.092582,1.9859,34.795103,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,3,2,"Success",0.01238,18.004581,6.558463,0.81542,4.657672,2.436918,0.092906,1.953714,34.532923,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,4,2,"Success",0.012477,18.073637,6.543877,0.832175,4.790463,2.425554,0.092608,1.95272,34.724377,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,5,2,"Success",0.012405,18.037822,6.573424,0.828073,4.656991,2.46085,0.092704,1.955176,34.618291,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,6,2,"Success",0.012381,17.926551,6.553593,0.848117,4.598447,2.443596,0.092621,1.946159,34.422376,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,7,2,"Success",0.015428,17.944569,6.540043,0.804145,4.732811,2.463337,0.092679,1.944415,34.538272,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,8,2,"Success",0.012516,18.009813,6.686675,0.808832,4.704669,2.477235,0.09254,1.945187,34.738318,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,9,2,"Success",0.012479,18.03175,6.563836,0.814072,4.659817,2.426543,0.092891,1.977844,34.580162,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,10,2,"Success",0.012463,18.091816,6.677072,0.838561,4.702808,2.43787,0.092605,1.963235,34.817271,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",1,"oddshape",131071,0,0,11,2,"Success",0.012342,18.211475,6.565452,0.825962,4.715268,2.39985,0.092777,1.950904,34.774801,2097136,0,1048568,1.7740442375e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,0,0,"Warmup",0.005346,21.511344,21.115879,0.012825,3.808237,3.790542,0.0148,0.343903,50.6037,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,1,0,"Warmup",0.005831,21.449654,20.760967,0.012652,3.744929,3.780314,0.014932,0.337422,50.107419,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,2,0,"Success",0.005863,21.536913,20.941908,0.012622,3.829573,3.774552,0.014436,0.336814,50.45345,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,3,0,"Success",0.005902,21.417791,20.750516,0.012671,3.783247,3.788325,0.01541,0.339151,50.113898,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,4,0,"Success",0.006606,21.435609,20.756903,0.012765,3.804089,3.831106,0.014827,0.339578,50.202441,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,5,0,"Success",0.006385,21.376696,21.024959,0.01266,3.798581,3.789084,0.016172,0.339918,50.3653,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,6,0,"Success",0.005955,21.429357,21.121792,0.012719,3.839551,3.802051,0.014763,0.337998,50.565016,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,7,0,"Success",0.006082,21.530008,20.83421,0.012554,3.807792,3.813427,0.015316,0.338323,50.358524,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,8,0,"Success",0.005894,21.720832,20.786474,0.012787,3.815761,3.763689,0.015179,0.358629,50.480038,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,9,0,"Success",0.005959,21.832588,21.078314,0.012701,3.826187,3.777655,0.014344,0.359795,50.908448,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,10,0,"Success",0.005937,21.666756,21.163555,0.012695,3.827745,3.767751,0.015572,0.357155,50.817941,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",127,129,0,11,0,"Success",0.00589,21.726095,21.154533,0.012868,3.826044,3.767169,0.015482,0.353293,50.862151,262128,0,131064,1.1179392363e-07,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,0,1,"Warmup",0.005365,16.362816,15.876465,0.063191,0.399858,0.193245,0.068377,0.821547,33.791541,1048560,0,524280,8.1496795685e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,1,1,"Warmup",0.005982,16.331432,15.852383,0.046396,0.428635,0.195315,0.068084,0.820762,33.749612,1048560,0,524280,8.1496795685e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,2,1,"Success",0.005959,16.353428,15.773926,0.045605,0.385329,0.195233,0.069596,0.847404,33.677112,1048560,0,524280,8.1496795685e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,3,1,"Success",0.005987,16.363675,15.820481,0.045303,0.372214,0.19627,0.069383,0.824556,33.698445,1048560,0,524280,8.1496795685e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,4,1,"Success",0.005972,16.373788,16.073774,0.045584,0.368378,0.195283,0.068715,0.817026,33.949188,1048560,0,524280,8.1496795685e-08,0
"Fftw","Outplace","Complex","float",2,"oddshape",255,257,0,5,1,"Success",0.009732,16.417905,15.779233,0.045239,0.383299,0.189184,0.068468,0.822621,33.716318,1048560,0,524280,8.1496795685e-08,0
