; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1540674234,"CurrentTimeLocal","Sat Oct 27 14:03:54 2018","Hostname","nid01889","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7e-05
; "Time_ContextDestroy [ms]", 2.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32,0,0,10,3,"Success",0.000261,0.002102,0.000866,4.7e-05,0.000271,0.000247,2.9e-05,0.000963,0.004952,136,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32,0,0,11,3,"Success",0.000228,0.002158,0.000863,4.8e-05,0.000259,0.000242,1.8e-05,0.000972,0.005,136,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,0,4,"Warmup",0.00038,0.003452,0.003148,0.000157,0.002323,0.00058,4.5e-05,0.001672,0.012009,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,1,4,"Warmup",0.00024,0.002321,0.000846,5e-05,0.00031,0.000317,1.9e-05,0.001118,0.005438,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,2,4,"Success",0.000235,0.002076,0.000818,7.6e-05,0.000198,0.000286,1.9e-05,0.000995,0.004911,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,3,4,"Success",0.00018,0.002121,0.000866,4.8e-05,0.000201,0.000276,1.9e-05,0.000962,0.004884,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,4,4,"Success",0.000177,0.001993,0.000838,4.8e-05,0.000201,0.000279,3e-05,0.000981,0.004728,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,5,4,"Success",0.000201,0.002049,0.000871,4.7e-05,0.000212,0.000291,2e-05,0.000947,0.00484,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,6,4,"Success",0.00019,0.00209,0.000853,6e-05,0.000236,0.000293,2e-05,0.000972,0.004913,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,7,4,"Success",0.000189,0.002103,0.000832,7.5e-05,0.0002,0.000285,3.1e-05,0.000969,0.004864,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,8,4,"Success",0.000223,0.002104,0.000828,5.9e-05,0.000195,0.000295,3.2e-05,0.00095,0.004822,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,9,4,"Success",0.000251,0.002052,0.000828,4.8e-05,0.000232,0.000287,3.1e-05,0.000943,0.004873,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,10,4,"Success",0.000222,0.001991,0.000907,6.7e-05,0.000233,0.000295,2e-05,0.000953,0.004879,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",64,0,0,11,4,"Success",0.00018,0.002081,0.00084,7.3e-05,0.000196,0.00029,2e-05,0.000935,0.00483,264,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,0,5,"Warmup",0.000302,0.003033,0.003347,0.00014,0.002286,0.000645,6.3e-05,0.001601,0.011674,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,1,5,"Warmup",0.000175,0.00225,0.001063,7.6e-05,0.000418,0.000325,3.9e-05,0.001066,0.005603,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,2,5,"Success",0.000207,0.002097,0.001032,6.2e-05,0.000348,0.000327,4e-05,0.000981,0.005301,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,3,5,"Success",0.000215,0.00203,0.00095,7.3e-05,0.000295,0.000332,4e-05,0.000983,0.005122,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,4,5,"Success",0.000191,0.002002,0.001003,7.3e-05,0.0003,0.000323,4.1e-05,0.000995,0.00512,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,5,5,"Success",0.000197,0.002029,0.001005,7.4e-05,0.000308,0.000339,3.9e-05,0.000966,0.005132,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,6,5,"Success",0.000203,0.002041,0.001004,6.2e-05,0.000311,0.000319,4.1e-05,0.000982,0.005136,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,7,5,"Success",0.000193,0.002019,0.000991,5e-05,0.000313,0.000347,4e-05,0.000967,0.005118,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,8,5,"Success",0.000201,0.002033,0.001001,5e-05,0.000296,0.000299,4e-05,0.000971,0.0051,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,9,5,"Success",0.000191,0.002033,0.000964,6.2e-05,0.000301,0.000304,3.9e-05,0.000971,0.005022,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,10,5,"Success",0.000196,0.00197,0.000995,6.3e-05,0.000308,0.000308,4e-05,0.000985,0.005042,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",128,0,0,11,5,"Success",0.000185,0.00203,0.000986,6.3e-05,0.000306,0.000287,4e-05,0.000987,0.005056,520,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,0,6,"Warmup",0.000343,2.829548,0.021617,0.00039,0.015794,0.01244,0.000157,0.005304,2.886375,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,1,6,"Warmup",0.00086,0.009487,0.004847,0.000237,0.001317,0.001293,0.000117,0.003187,0.021987,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,2,6,"Success",0.0005,0.00685,0.004233,0.000183,0.000956,0.001066,9.7e-05,0.00297,0.01738,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,3,6,"Success",0.000208,0.002975,0.00146,8.8e-05,0.000513,0.000557,3.5e-05,0.001028,0.007075,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,4,6,"Success",0.000199,0.002933,0.001558,7.8e-05,0.000489,0.000541,3.7e-05,0.001,0.007035,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,5,6,"Success",0.000194,0.003008,0.001642,8.3e-05,0.000449,0.000548,3.5e-05,0.001,0.007143,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,6,6,"Success",0.000217,0.0029,0.001589,7.1e-05,0.000485,0.000553,3.5e-05,0.001014,0.007046,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,7,6,"Success",0.000228,0.00295,0.001618,5.8e-05,0.000476,0.00055,2.3e-05,0.001029,0.00713,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,8,6,"Success",0.000202,0.002927,0.001607,7.5e-05,0.000477,0.000553,2.4e-05,0.001012,0.007089,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,9,6,"Success",0.000221,0.002906,0.001585,7e-05,0.000496,0.00056,3.4e-05,0.001011,0.007054,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,10,6,"Success",0.000205,0.002886,0.001562,7.4e-05,0.000489,0.000522,3.4e-05,0.000995,0.006966,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",256,0,0,11,6,"Success",0.000228,0.002948,0.001538,8.1e-05,0.000483,0.000541,3.7e-05,0.000997,0.007011,1032,0,1024,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,0,7,"Warmup",0.000317,0.005718,0.006874,0.000237,0.001287,0.001077,7.5e-05,0.001521,0.017344,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,1,7,"Warmup",0.00027,0.004017,0.002151,0.000149,0.000796,0.000756,6.1e-05,0.001124,0.009499,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,2,7,"Success",0.000204,0.003611,0.002101,0.00016,0.000757,0.000758,4.9e-05,0.001099,0.00895,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,3,7,"Success",0.000217,0.003524,0.002052,0.000152,0.000724,0.000715,6.2e-05,0.001044,0.008704,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,4,7,"Success",0.000193,0.003484,0.002076,0.000141,0.000725,0.00074,5e-05,0.001046,0.008662,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,5,7,"Success",0.000169,0.003533,0.002072,0.000146,0.000743,0.000726,5e-05,0.001038,0.008672,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,6,7,"Success",0.000192,0.003474,0.002016,0.000139,0.000726,0.000733,4.9e-05,0.001056,0.008604,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,7,7,"Success",0.000222,0.00347,0.002086,0.000149,0.000721,0.000729,5.1e-05,0.001016,0.008646,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,8,7,"Success",0.000208,0.003528,0.002057,0.000129,0.000732,0.000721,5e-05,0.001029,0.008668,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,9,7,"Success",0.000191,0.003546,0.002062,0.000123,0.000737,0.000721,6.1e-05,0.001005,0.008628,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,10,7,"Success",0.000196,0.003459,0.002071,0.000227,0.000715,0.000727,6.1e-05,0.001004,0.008632,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",512,0,0,11,7,"Success",0.000224,0.003562,0.002049,0.000129,0.000735,0.000727,6.1e-05,0.001002,0.008684,2056,0,2048,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.000298,0.006202,0.01041,0.000386,0.001738,0.001652,7.9e-05,0.0014,0.0224,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.00026,0.00509,0.003362,0.000282,0.001252,0.001246,7.4e-05,0.001086,0.012847,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,2,8,"Success",0.00024,0.004849,0.003198,0.000288,0.001266,0.001225,7.6e-05,0.001112,0.012438,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,3,8,"Success",0.000209,0.004815,0.003169,0.00027,0.00128,0.001289,7.5e-05,0.001116,0.012413,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,4,8,"Success",0.000165,0.004756,0.003181,0.000265,0.001283,0.001216,7.5e-05,0.001042,0.012166,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,5,8,"Success",0.000187,0.004805,0.00325,0.00028,0.001273,0.001245,7.5e-05,0.001046,0.012343,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,6,8,"Success",0.000216,0.005608,0.003722,0.000322,0.001452,0.001383,8.4e-05,0.001186,0.0142,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,7,8,"Success",0.000196,0.005275,0.00369,0.000276,0.001373,0.001374,8.5e-05,0.001134,0.013625,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,8,8,"Success",0.000201,0.005274,0.003644,0.0003,0.001397,0.001344,8.2e-05,0.001167,0.013641,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,9,8,"Success",0.000224,0.00523,0.003672,0.000289,0.001373,0.001384,8.4e-05,0.001144,0.013638,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,10,8,"Success",0.000215,0.005258,0.003629,0.000305,0.001413,0.00143,8.3e-05,0.001122,0.013675,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",1024,0,0,11,8,"Success",0.000184,0.004785,0.00321,0.000271,0.001276,0.00124,7.5e-05,0.001019,0.012245,4104,0,4096,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.002128,0.047459,0.027096,0.003003,0.004096,0.002804,0.000178,0.00147,0.088454,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.000236,0.015634,0.013042,0.000617,0.002458,0.002264,0.000177,0.001114,0.035718,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,2,9,"Success",0.000183,0.015131,0.012908,0.000605,0.002415,0.002217,0.000157,0.0011,0.034918,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,3,9,"Success",0.000184,0.014909,0.012756,0.000596,0.002544,0.002238,0.00016,0.001072,0.03464,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,4,9,"Success",0.000186,0.014921,0.012809,0.000585,0.002399,0.002265,0.000143,0.001168,0.034687,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,5,9,"Success",0.000182,0.014918,0.012767,0.000596,0.002441,0.002234,0.000162,0.001028,0.034503,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,6,9,"Success",0.000186,0.014845,0.012791,0.000622,0.002422,0.002265,0.000159,0.001046,0.034497,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,7,9,"Success",0.000182,0.014929,0.012813,0.000596,0.002365,0.002244,0.000163,0.001095,0.034597,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,8,9,"Success",0.000182,0.014916,0.012794,0.000601,0.002432,0.002253,0.000162,0.000997,0.034522,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,9,9,"Success",0.000169,0.01493,0.012799,0.00062,0.002404,0.002233,0.000157,0.001102,0.034613,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,10,9,"Success",0.000212,0.014933,0.012805,0.000604,0.002404,0.002203,0.00016,0.001056,0.034564,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",2048,0,0,11,9,"Success",0.000188,0.014899,0.012789,0.000578,0.002364,0.002224,0.000155,0.001051,0.034434,8200,0,8192,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.000321,0.043308,0.045501,0.001332,0.017928,0.005476,0.000615,0.001432,0.116132,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.000301,0.026403,0.026812,0.001219,0.005657,0.004917,0.000572,0.001245,0.067334,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,2,10,"Success",0.000278,0.026349,0.024242,0.001181,0.00544,0.00484,0.000587,0.00117,0.064265,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,3,10,"Success",0.000241,0.026137,0.024153,0.001182,0.005479,0.004807,0.00058,0.001159,0.063954,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,4,10,"Success",0.000224,0.026124,0.024094,0.001121,0.005333,0.004933,0.000572,0.001175,0.063806,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,5,10,"Success",0.000214,0.026092,0.024082,0.001108,0.005384,0.004845,0.000568,0.001112,0.06363,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,6,10,"Success",0.000235,0.026017,0.024144,0.0011,0.005295,0.004942,0.000555,0.00116,0.063648,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,7,10,"Success",0.000208,0.025971,0.024054,0.001121,0.005283,0.004879,0.000578,0.001126,0.063458,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,8,10,"Success",0.000224,0.026103,0.024078,0.001118,0.005325,0.004856,0.000562,0.001163,0.06361,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,9,10,"Success",0.000225,0.026061,0.024068,0.001151,0.005292,0.004843,0.000562,0.001092,0.063483,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,10,10,"Success",0.000213,0.026023,0.024115,0.001134,0.005439,0.004862,0.000576,0.001207,0.063789,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",4096,0,0,11,10,"Success",0.00021,0.026065,0.02407,0.001176,0.005353,0.004905,0.000573,0.001114,0.063651,16392,0,16384,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.002165,0.098919,0.090924,0.01945,0.031781,0.011005,0.001436,0.001717,0.257632,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.000293,0.049852,0.047562,0.002597,0.012075,0.010597,0.001291,0.001206,0.125682,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,2,11,"Success",0.000273,0.04953,0.046522,0.002567,0.012019,0.010496,0.001318,0.001163,0.124122,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,3,11,"Success",0.000257,0.049604,0.047182,0.002584,0.011861,0.010408,0.001325,0.001175,0.124589,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,4,11,"Success",0.000238,0.049465,0.046554,0.002511,0.011851,0.010388,0.001309,0.00115,0.123682,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,5,11,"Success",0.000234,0.049436,0.047161,0.002574,0.011816,0.010429,0.001316,0.001242,0.124436,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,6,11,"Success",0.000288,0.056165,0.052961,0.002684,0.013242,0.011792,0.001482,0.001578,0.140426,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,7,11,"Success",0.000243,0.074759,0.047359,0.002525,0.01186,0.010431,0.00134,0.001226,0.149957,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,8,11,"Success",0.00023,0.04939,0.046502,0.002517,0.011878,0.01041,0.001299,0.00124,0.123683,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,9,11,"Success",0.000228,0.049364,0.04713,0.002494,0.011839,0.010479,0.00131,0.001259,0.124296,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,10,11,"Success",0.000232,0.049313,0.046882,0.002521,0.011907,0.010379,0.001328,0.001237,0.123979,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",8192,0,0,11,11,"Success",0.000215,0.049367,0.047252,0.002493,0.011995,0.010553,0.00132,0.001252,0.124666,32776,0,32768,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.000372,4.045553,0.158646,0.019929,54.634026,0.065817,0.017515,0.009146,58.951873,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.000598,0.058527,0.036118,0.006955,0.02819,0.037304,0.00549,0.005947,0.179544,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,2,12,"Success",0.000415,0.02708,0.024163,0.005792,0.028917,0.035754,0.005269,0.00568,0.133452,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,3,12,"Success",0.000349,0.026344,0.024801,0.0059,0.030766,0.036689,0.004657,0.005706,0.135567,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,4,12,"Success",0.000346,0.026698,0.024739,0.005619,0.03074,0.036132,0.005169,0.005881,0.135814,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,5,12,"Success",0.000286,0.026269,0.024407,0.005767,0.031578,0.036091,0.005199,0.005893,0.135849,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,6,12,"Success",0.000278,0.025832,0.024485,0.005744,0.029479,0.038359,0.004951,0.006068,0.13564,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,7,12,"Success",0.000282,0.025987,0.023947,0.005682,0.030238,0.033944,0.005251,0.005696,0.131429,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,8,12,"Success",0.000283,0.026572,0.024386,0.005748,0.029651,0.036318,0.005576,0.005758,0.134758,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,9,12,"Success",0.000282,0.026153,0.024402,0.005715,0.030324,0.037252,0.005316,0.005707,0.135634,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,10,12,"Success",0.000309,0.026432,0.02453,0.005714,0.0301,0.03783,0.005135,0.005831,0.136157,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",16384,0,0,11,12,"Success",0.000391,0.026397,0.024281,0.005628,0.032585,0.038706,0.005273,0.005629,0.139244,65544,0,65536,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,0,13,"Warmup",0.003127,0.117036,0.115166,0.099917,0.073436,0.052074,0.013858,0.057039,0.532046,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,1,13,"Warmup",0.000364,0.114715,0.107595,0.01501,0.04515,0.056732,0.012376,0.041723,0.393976,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,2,13,"Success",0.000357,0.128148,0.117106,0.014932,0.04293,0.053882,0.020435,0.049915,0.428037,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,3,13,"Success",0.000364,0.10358,0.105093,0.014521,0.042497,0.052337,0.011997,0.038985,0.369693,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,4,13,"Success",0.000363,0.106572,0.117422,0.014109,0.040694,0.050541,0.012459,0.040059,0.382544,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,5,13,"Success",0.000339,0.103712,0.121351,0.014426,0.041935,0.050185,0.01275,0.044584,0.38961,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,6,13,"Success",0.000348,0.096893,0.118738,0.01424,0.043967,0.052713,0.012371,0.04007,0.379692,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,7,13,"Success",0.000387,0.108541,0.118395,0.014237,0.041815,0.051727,0.01242,0.043221,0.391078,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,8,13,"Success",0.000396,0.125841,0.103057,0.014197,0.043752,0.050901,0.01239,0.039363,0.390254,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,9,13,"Success",0.000353,0.100859,0.095091,0.014431,0.040389,0.050863,0.01176,0.042866,0.356913,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,10,13,"Success",0.000365,0.111016,0.105107,0.014129,0.040204,0.074636,0.012359,0.040507,0.398633,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",32768,0,0,11,13,"Success",0.00035,0.088495,0.136333,0.014299,0.045597,0.051481,0.012208,0.044927,0.394021,131080,0,131072,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.005621,0.137015,0.126448,0.192569,0.192899,0.042813,0.028147,0.119523,0.845448,262152,0,262144,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.005159,0.120025,0.118448,0.101071,0.042403,0.040504,0.027536,0.071307,0.526837,262152,0,262144,0,0
