; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1540722755,"CurrentTimeLocal","Sun Oct 28 03:32:35 2018","Hostname","nid00725","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 5.2e-05
; "Time_ContextDestroy [ms]", 7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,6,5,"Success",0.000122,5.232504,4.386472,0.000121,0.00106,0.000879,5.6e-05,0.027619,9.649262,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,7,5,"Success",0.000118,5.211927,4.396025,0.00015,0.001108,0.000869,5.5e-05,0.027318,9.637983,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,8,5,"Success",0.000134,5.208832,4.403568,0.000138,0.001071,0.000856,5.5e-05,0.02757,9.642608,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,9,5,"Success",0.000138,5.229903,4.402806,0.000119,0.001082,0.000879,7e-05,0.027427,9.662834,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,10,5,"Success",0.00012,5.332639,4.671859,0.000126,0.00107,0.000885,6.9e-05,0.027482,10.034647,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",128,0,0,11,5,"Success",0.000118,5.245997,4.396426,0.000118,0.001082,0.000889,6.9e-05,0.027515,9.672608,520,0,512,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,0,6,"Warmup",0.004532,12.183859,11.522226,0.000162,0.002076,0.001609,7.6e-05,0.001559,23.716569,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,1,6,"Warmup",0.004838,12.147313,11.663912,0.000152,0.002009,0.001631,6.9e-05,0.001531,23.821967,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,2,6,"Success",0.004639,12.125897,11.512188,0.00014,0.00201,0.001603,5.9e-05,0.00143,23.64835,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,3,6,"Success",0.004556,12.14974,11.704837,0.000153,0.001994,0.001576,5.7e-05,0.001526,23.864939,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,4,6,"Success",0.004768,12.184473,11.321255,0.000154,0.002069,0.00157,6e-05,0.00145,23.516159,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,5,6,"Success",0.004486,12.178447,11.725173,0.000154,0.001985,0.00163,5.8e-05,0.001517,23.91381,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,6,6,"Success",0.004636,12.151956,11.629633,0.000152,0.001987,0.0016,6e-05,0.001429,23.791799,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,7,6,"Success",0.004438,12.166728,11.565068,0.000167,0.002025,0.001585,7.2e-05,0.001474,23.741906,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,8,6,"Success",0.004712,12.185287,11.323187,0.000154,0.002012,0.00154,6.9e-05,0.001512,23.518832,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,9,6,"Success",0.004714,12.325568,11.92583,0.000155,0.002011,0.001572,6.9e-05,0.001553,24.261843,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,10,6,"Success",0.004796,12.170062,11.722777,0.000159,0.002006,0.001605,6e-05,0.001519,23.903334,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",256,0,0,11,6,"Success",0.006097,12.141081,11.428227,0.000158,0.001992,0.001636,5.7e-05,0.00147,23.581057,1032,0,1024,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,0,7,"Warmup",0.005563,20.383615,21.97027,0.000306,0.132188,0.041881,0.000455,0.041182,42.576049,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,1,7,"Warmup",0.005527,20.590838,21.922417,0.000299,0.142308,0.041215,0.000458,0.043119,42.746756,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,2,7,"Success",0.005447,20.310591,21.582599,0.000282,0.171726,0.040591,0.000481,0.041042,42.15345,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,3,7,"Success",0.0056,20.277228,22.011988,0.000284,0.150342,0.040623,0.000654,0.041732,42.529108,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,4,7,"Success",0.005513,20.350498,22.070653,0.000276,0.172426,0.035455,0.000462,0.041731,42.677626,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,5,7,"Success",0.005574,20.630123,22.1039,0.000267,0.146864,0.043117,0.000216,0.041149,42.971787,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,6,7,"Success",0.005482,20.581878,21.880517,0.000277,0.15167,0.03468,0.000447,0.042263,42.697756,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,7,7,"Success",0.005519,20.532436,21.99471,0.000298,0.145949,0.038395,0.000209,0.041216,42.759326,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,8,7,"Success",0.005631,20.629486,21.549137,0.000276,0.14394,0.040233,0.000224,0.042072,42.411559,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,9,7,"Success",0.005603,20.272301,21.971901,0.000317,0.152972,0.035268,0.000468,1.736843,44.176339,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,10,7,"Success",0.005159,19.698136,21.960877,0.000269,0.167917,0.043583,0.000207,0.042186,41.918998,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",512,0,0,11,7,"Success",0.005721,20.261028,21.734694,0.000301,0.134177,0.042069,0.000445,0.042242,42.221241,2056,0,2048,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.005556,35.712221,41.828337,0.000444,0.196603,0.059463,0.001011,0.113759,77.918195,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.00559,35.62464,41.469935,0.000512,0.217074,0.060969,0.00092,0.115949,77.496311,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,2,8,"Success",0.005607,35.311295,41.696063,0.00043,0.193708,0.061092,0.001513,0.116044,77.386327,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,3,8,"Success",0.005606,35.685813,41.262892,0.000423,0.200049,0.060414,0.001161,0.116185,77.333059,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,4,8,"Success",0.005497,36.024161,41.247852,0.000413,0.211078,0.060895,0.000906,0.115971,77.667453,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,5,8,"Success",0.005605,35.300487,41.399831,0.000431,0.19238,0.061268,0.000909,0.116245,77.077787,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,6,8,"Success",0.005537,35.395553,41.75681,0.000406,0.215843,0.061244,0.00095,0.117,77.554006,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,7,8,"Success",0.005553,36.637735,41.90202,0.000423,0.197092,0.060201,0.000817,0.114039,78.91857,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,8,8,"Success",0.006422,35.295457,41.937607,0.000435,0.214409,0.060441,0.000998,0.114275,77.630571,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,9,8,"Success",0.005545,35.911497,41.447968,0.000517,0.214351,0.063945,0.00093,0.114203,77.759602,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,10,8,"Success",0.005621,36.338777,41.488514,0.000436,0.217573,0.061711,0.001022,0.114461,78.228572,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",1024,0,0,11,8,"Success",0.005563,35.625887,41.485538,0.000408,0.232018,0.061001,0.000844,0.11471,77.526655,4104,0,4096,0,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.005618,42.884063,39.548812,0.000726,0.233863,1.408211,0.001464,0.248755,84.332408,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.005601,43.445585,39.165171,0.000751,0.262859,0.064391,0.001459,0.248855,83.195355,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,2,9,"Success",0.00562,42.911034,39.705262,0.000679,0.258093,0.070812,0.002331,0.255337,83.209857,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,3,9,"Success",0.006733,43.774644,39.477253,0.000719,0.32703,0.060888,0.001488,0.247799,83.897125,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,4,9,"Success",0.005564,43.477475,39.36395,0.000719,0.269988,0.072724,0.001266,0.24788,83.440161,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,5,9,"Success",0.005628,43.49722,40.070503,0.000728,0.273994,0.07464,0.001884,0.258418,84.183603,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,6,9,"Success",0.005662,43.601041,38.915836,0.000732,0.283107,0.064012,0.001569,0.246658,83.119275,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,7,9,"Success",0.005623,42.963382,40.31458,0.000737,0.25292,0.070929,0.001876,0.257779,83.868513,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,8,9,"Success",0.005616,42.968259,39.626433,0.000735,0.270974,0.07832,0.002103,0.255598,83.208751,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,9,9,"Success",0.006497,42.879337,39.578395,0.000756,0.293336,0.057645,0.00156,0.250566,83.068688,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,10,9,"Success",0.005655,42.87019,39.512278,0.00076,0.259234,0.070928,0.002365,0.258266,82.980193,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",2048,0,0,11,9,"Success",0.005569,43.004196,39.367135,0.000737,0.291317,0.073241,0.001598,0.247531,82.991913,8200,0,8192,5.2696427548e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.005627,42.136135,41.289562,0.001299,0.212258,0.076497,0.002452,0.181027,83.905581,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.005449,41.359941,40.896792,0.001337,0.189383,0.078963,0.002978,0.179187,82.714679,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,2,10,"Success",0.005534,42.130332,41.035172,0.001357,0.190592,0.095011,0.003196,0.186556,83.648445,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,3,10,"Success",0.00549,41.00065,40.134897,0.001306,0.235213,0.085673,0.002422,0.178606,81.644925,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,4,10,"Success",0.005554,41.056253,41.999027,0.001325,0.179397,0.078744,0.002682,0.183945,83.507605,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,5,10,"Success",0.005552,41.022608,41.388521,0.00131,0.209656,0.075358,0.00284,0.185939,82.892491,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,6,10,"Success",0.00548,42.082272,41.3824,0.001326,0.186783,0.077493,0.002409,0.179079,83.917968,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,7,10,"Success",0.005475,41.756763,41.133331,0.001323,0.195672,0.082562,0.002485,0.186039,83.364321,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,8,10,"Success",0.005517,41.256752,41.782491,0.001317,0.193829,0.088219,0.004243,0.192181,83.525259,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,9,10,"Success",0.005511,42.568458,41.715403,0.001298,0.208492,0.081079,0.002426,0.177045,84.760355,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,10,10,"Success",0.005623,40.748102,41.02234,0.001316,0.240995,0.086678,0.002732,0.17837,82.286784,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",4096,0,0,11,10,"Success",0.005487,40.981348,41.458916,0.001317,0.2063,0.077708,0.002335,0.18931,82.923397,16392,0,16384,5.2689992915e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.0048,61.079304,53.258247,0.002525,0.261288,0.125311,0.003807,0.12469,114.86097,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.005378,60.940476,52.980564,0.002618,0.242762,0.097441,0.004782,0.199899,114.4747,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,2,11,"Success",0.005351,60.185412,53.034595,0.002674,0.242579,0.090012,0.004851,0.197352,113.76355,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,3,11,"Success",0.006343,59.774203,52.479077,0.002561,0.276364,0.090694,0.005172,0.197276,112.832341,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,4,11,"Success",0.005359,60.069815,52.755821,0.002593,0.230469,0.112657,0.005334,0.192543,113.375256,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,5,11,"Success",0.005359,59.490592,53.339028,0.002564,0.232318,0.096168,0.004715,0.193206,113.364775,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,6,11,"Success",0.005312,59.6859,54.302327,0.002615,0.229566,0.093291,0.005089,0.196373,114.52119,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,7,11,"Success",0.005337,59.566516,53.597809,0.002646,0.243877,0.099762,0.004788,0.194646,113.716139,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,8,11,"Success",0.005471,59.774101,53.310601,0.002562,0.243264,0.129079,0.004065,0.207105,113.677069,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,9,11,"Success",0.005359,60.048346,53.44103,0.002522,0.21566,0.121133,0.004547,0.194138,114.033518,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,10,11,"Success",0.00548,60.679674,53.178069,0.002575,0.272947,0.092055,0.005021,0.19325,114.429677,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",8192,0,0,11,11,"Success",0.00538,60.755478,52.663906,0.002542,0.246316,0.130935,0.004247,0.205791,114.015262,32776,0,32768,5.2686776482e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.005242,79.736093,62.958756,0.005145,0.282333,0.155538,0.008304,0.275497,143.427813,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.005297,80.361118,63.467641,0.005215,0.25189,0.184602,0.009186,0.278236,144.564045,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,2,12,"Success",0.005268,79.797269,63.53101,0.005175,0.212547,0.216498,0.009214,0.289345,144.067078,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,3,12,"Success",0.006204,80.397257,63.113027,0.005062,0.236791,0.180847,0.008186,0.277382,144.225369,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,4,12,"Success",0.0054,81.253125,63.449173,0.00518,0.23913,0.187016,0.008295,0.273185,145.421279,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,5,12,"Success",0.005346,80.380043,63.15595,0.005123,0.234881,0.170246,0.008639,0.281849,144.242737,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,6,12,"Success",0.005392,79.991649,62.880893,0.005225,0.254778,0.171058,0.009606,0.276441,143.595705,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,7,12,"Success",0.005417,79.704106,62.868167,0.005248,0.223514,0.151717,0.010026,0.280718,143.249583,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,8,12,"Success",0.005447,80.336123,63.947873,0.005194,0.211321,0.168726,0.014649,0.294893,144.984978,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,9,12,"Success",0.00644,80.420733,63.241095,0.005218,0.276235,0.151916,0.010405,0.279119,144.391846,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,10,12,"Success",0.00543,79.887209,62.835856,0.005119,0.231137,0.17508,0.008648,0.276254,143.425458,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",16384,0,0,11,12,"Success",0.005362,80.255982,62.994195,0.005133,0.264614,0.159632,0.012318,0.285441,143.983398,65544,0,65536,5.2685168487e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,0,13,"Warmup",0.011508,112.51472,77.189004,0.059077,0.298081,0.269525,0.018968,0.490168,190.851985,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,1,13,"Warmup",0.012633,112.401532,77.568325,0.057636,0.283783,0.309047,0.015958,0.48556,191.135293,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,2,13,"Success",0.012583,111.655334,77.021042,0.05843,0.264948,0.221586,0.016692,0.486587,189.737845,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,3,13,"Success",0.012812,111.563233,77.248247,0.058764,0.311552,0.216725,0.016711,0.495752,189.92441,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,4,13,"Success",0.012765,112.759615,77.499452,0.057324,0.285959,0.24035,0.017173,0.493126,191.366539,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,5,13,"Success",0.013045,111.620226,77.039795,0.056622,0.302115,0.252681,0.016903,0.486152,189.788173,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,6,13,"Success",0.012669,112.235748,77.087446,0.056579,0.279084,0.279803,0.015636,0.48482,190.452395,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,7,13,"Success",0.012869,112.284435,77.865302,0.056975,0.294574,0.256702,0.017047,0.491225,191.279747,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,8,13,"Success",0.012641,112.451922,76.978851,0.05706,0.324892,0.220148,0.0152,0.487678,190.549036,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,9,13,"Success",0.012725,112.13853,77.513291,0.05661,0.302821,0.250478,0.016221,0.509129,190.80051,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,10,13,"Success",0.013231,112.928663,77.280183,0.056985,0.303545,0.231331,0.01754,0.483368,191.315567,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",32768,0,0,11,13,"Success",0.012795,112.345813,77.845291,0.057295,0.288812,0.222599,0.01614,0.486996,191.276326,131080,0,131072,0,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.011322,122.908975,90.69567,0.125435,0.383835,0.477643,0.036082,0.637161,215.276905,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.012707,121.700222,90.599669,0.091834,0.418433,0.501144,0.036607,0.641332,214.002619,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,2,14,"Success",0.012602,122.151099,90.292864,0.107478,0.376432,0.50475,0.036493,0.666209,214.148661,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,3,14,"Success",0.01321,121.723376,89.984109,0.10896,0.395624,0.484063,0.035486,0.630953,213.376583,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,4,14,"Success",0.012526,122.19672,90.148273,0.105893,0.378925,0.498643,0.03613,0.639198,214.01703,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,5,14,"Success",0.012533,121.408254,90.661334,0.096503,0.401069,0.49769,0.037008,0.651492,213.766606,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,6,14,"Success",0.01275,122.680826,89.977925,0.099638,2.074346,0.524405,0.035957,0.652861,216.05945,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,7,14,"Success",0.012617,122.679445,90.193535,0.101836,0.357443,0.820921,0.02762,0.642157,214.836333,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,8,14,"Success",0.0132,121.83649,90.107988,0.104394,0.409048,0.508591,0.03631,0.634289,213.650956,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,9,14,"Success",0.012735,122.927603,90.014372,0.094547,0.396108,0.486836,0.036252,0.640031,214.609229,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,10,14,"Success",0.012766,121.779996,90.11005,0.0906,0.387211,2.244843,0.036038,0.640922,215.303149,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",65536,0,0,11,14,"Success",0.012765,123.161518,90.494462,0.093132,0.438591,0.501388,0.036235,0.63935,215.378134,262152,0,262144,5.2683962587e-09,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,0,15,"Warmup",0.010392,106.726605,53.168612,0.271721,0.572882,0.74293,0.070212,0.542567,162.106648,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,1,15,"Warmup",0.005555,106.596379,53.320998,0.067011,0.579066,0.764918,0.068954,0.542359,161.946212,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,2,15,"Success",0.005578,105.893502,53.102635,0.063495,0.637717,2.387128,0.069386,0.517346,162.677372,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,3,15,"Success",0.005464,106.791989,54.852503,0.064943,0.581536,0.742262,0.069061,0.547081,163.65554,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,4,15,"Success",0.005476,106.065416,53.769239,0.065146,0.651148,0.791286,0.054582,0.543885,161.946832,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,5,15,"Success",0.005507,106.187484,53.152543,0.042232,0.587385,0.830816,0.057467,0.532726,161.396783,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,6,15,"Success",0.006286,106.483302,53.133109,0.042449,0.59699,0.78623,0.064866,0.550352,161.664267,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,7,15,"Success",0.005566,106.441554,54.194265,0.05642,2.1763,2.781403,0.069226,0.504492,166.230069,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,8,15,"Success",0.005578,106.458697,53.278346,0.065414,0.602563,0.784521,0.056069,0.542621,161.794412,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,9,15,"Success",0.005409,106.517936,53.236211,0.045051,0.661808,0.769259,0.070522,0.546566,161.853513,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,10,15,"Success",0.005423,106.420941,53.061091,0.055347,0.622012,0.772553,0.068921,0.534892,161.541796,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",131072,0,0,11,15,"Success",0.005555,106.127915,53.612655,0.064681,0.685427,0.785683,0.052114,0.542334,161.877008,524296,0,524288,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,0,16,"Warmup",0.00861,73.153293,17.733634,0.628144,1.063782,0.666061,0.129161,0.51064,93.894243,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,1,16,"Warmup",0.011616,73.230747,17.142357,0.544385,1.070484,0.669933,0.129098,0.507695,93.307265,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,2,16,"Success",0.011788,73.725057,17.174078,0.517699,1.066766,0.673693,0.129662,0.507178,93.806625,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,3,16,"Success",0.011715,72.976969,16.940303,0.516347,1.051154,0.679051,0.129123,0.511019,92.8164,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,4,16,"Success",0.011666,72.87485,17.177026,0.523074,1.082457,0.678042,0.130125,0.509602,92.987554,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,5,16,"Success",0.023545,73.613268,17.148525,0.509289,1.065496,0.669048,0.129151,0.510347,93.669271,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,6,16,"Success",0.012117,72.761817,17.661983,0.51183,1.124694,0.653838,0.129632,0.504219,93.360807,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,7,16,"Success",0.011796,73.15597,17.125237,0.507579,1.033151,0.668954,0.147036,0.508451,93.158866,1048584,0,1048576,0,0
"Fftw","Inplace","Real","float",1,"powerof2",262144,0,0,8,16,"Success",0.011835,73.454107,17.123478,0.447643,1.074713,0.674751,0.129736,0.511136,93.428033,1048584,0,1048576,0,0
