; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1538716216,"CurrentTimeLocal","Thu Oct  4 22:10:16 2018","Hostname","nid01031","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7e-05
; "Time_ContextDestroy [ms]", 3.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,0,2,"Warmup",0.000437,0.00275,0.00094,7.8e-05,0.002324,0.000469,2.5e-05,0.001132,0.008405,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,1,2,"Warmup",0.000281,0.00208,0.000835,8e-05,0.000196,0.000253,1.8e-05,0.000974,0.004922,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,2,2,"Success",0.000282,0.002228,0.000868,7.3e-05,0.000194,0.000194,2.6e-05,0.001044,0.00512,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,3,2,"Success",0.000236,0.002049,0.000813,7.9e-05,0.000179,0.000194,2.7e-05,0.001002,0.004784,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,4,2,"Success",0.000243,0.002006,0.000858,7.6e-05,0.000176,0.000247,2.7e-05,0.001042,0.004878,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,5,2,"Success",0.000264,0.001996,0.00091,7.6e-05,0.000176,0.00017,2.6e-05,0.000998,0.004817,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,6,2,"Success",0.000252,0.001958,0.000848,7.4e-05,0.000174,0.000176,2.7e-05,0.000986,0.004701,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,7,2,"Success",0.000235,0.001976,0.000862,7.5e-05,0.000177,0.000189,2.8e-05,0.001014,0.004759,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,8,2,"Success",0.000243,0.002,0.000825,7.5e-05,0.000171,0.000168,1.6e-05,0.000976,0.004687,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,9,2,"Success",0.000237,0.001879,0.000776,6.5e-05,0.000164,0.000166,2.8e-05,0.000907,0.004437,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,10,2,"Success",0.000244,0.001877,0.00078,7.2e-05,0.000177,0.000185,2.9e-05,0.000938,0.004448,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16,0,0,11,2,"Success",0.000239,0.001915,0.000787,7.5e-05,0.000178,0.0002,1.7e-05,0.000918,0.004502,144,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,0,3,"Warmup",0.000437,5.681213,0.0076,0.00029,0.020137,0.001363,0.000153,0.017717,5.729577,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,1,3,"Warmup",0.00074,0.00531,0.002607,0.00013,0.000584,0.000586,7.4e-05,0.002937,0.013523,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,2,3,"Success",0.000624,0.004504,0.014249,7.8e-05,0.000244,0.000329,2e-05,0.001118,0.021457,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,3,3,"Success",0.000254,0.002185,0.000954,6.6e-05,0.000191,0.000343,3.7e-05,0.001043,0.005256,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,4,3,"Success",0.000268,0.002233,0.00096,7.7e-05,0.000194,0.000301,3.1e-05,0.000986,0.005233,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,5,3,"Success",0.000249,0.002211,0.000966,7.6e-05,0.000167,0.000315,1.9e-05,0.000998,0.005206,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,6,3,"Success",0.000251,0.002236,0.00099,5.3e-05,0.000168,0.000337,2.9e-05,0.000991,0.005244,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,7,3,"Success",0.000268,0.002221,0.000969,7.5e-05,0.000191,0.000322,2.9e-05,0.000984,0.005223,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,8,3,"Success",0.000254,0.002228,0.000953,7.7e-05,0.00016,0.000341,3e-05,0.00098,0.005198,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,9,3,"Success",0.00026,0.002267,0.000958,5.5e-05,0.000175,0.000333,1.9e-05,0.001007,0.00528,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,10,3,"Success",0.000251,0.002214,0.001037,6.8e-05,0.00019,0.000343,3e-05,0.000975,0.005305,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32,0,0,11,3,"Success",0.000249,0.002174,0.000981,5.3e-05,0.000166,0.000331,1.9e-05,0.000971,0.005184,272,0,256,2.8199693025e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,0,4,"Warmup",0.00036,0.003466,0.003342,0.000153,0.000807,0.002495,4.6e-05,0.001723,0.012654,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,1,4,"Warmup",0.000282,0.002484,0.001146,8.6e-05,0.00025,0.000405,3.6e-05,0.001118,0.006028,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,2,4,"Success",0.000283,0.002335,0.001014,7.9e-05,0.000227,0.000304,3.1e-05,0.001072,0.005541,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,3,4,"Success",0.000253,0.00231,0.000956,8.4e-05,0.000229,0.000399,1.9e-05,0.001072,0.005515,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,4,4,"Success",0.000236,0.002324,0.000971,9e-05,0.000222,0.000408,3.2e-05,0.001008,0.005509,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,5,4,"Success",0.000237,0.002345,0.000954,8.2e-05,0.000231,0.000388,2e-05,0.001013,0.005463,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,6,4,"Success",0.000256,0.002328,0.000934,8.5e-05,0.000218,0.000376,3.1e-05,0.001026,0.005476,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,7,4,"Success",0.000272,0.002344,0.000947,8.1e-05,0.000235,0.000396,1.9e-05,0.001006,0.005493,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,8,4,"Success",0.000269,0.002337,0.001022,8.4e-05,0.000217,0.000372,3.2e-05,0.000997,0.005505,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,9,4,"Success",0.00026,0.002279,0.000981,8.6e-05,0.000218,0.000398,3e-05,0.001053,0.00551,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,10,4,"Success",0.000245,0.002274,0.000933,8.2e-05,0.000233,0.000384,3.1e-05,0.000982,0.00536,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",64,0,0,11,4,"Success",0.00024,0.002264,0.00092,8.1e-05,0.000231,0.000402,3.2e-05,0.000997,0.00535,528,0,512,2.7974990695e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,0,5,"Warmup",0.00037,0.003432,0.00356,0.000133,0.003277,0.002616,4.1e-05,0.001368,0.015071,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,1,5,"Warmup",0.000286,0.002543,0.001308,0.0001,0.000413,0.00058,3.8e-05,0.001144,0.006603,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,2,5,"Success",0.00026,0.002367,0.001162,0.000116,0.000404,0.00056,3.4e-05,0.001048,0.006154,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,3,5,"Success",0.000269,0.002361,0.001198,0.000114,0.000401,0.000518,2.4e-05,0.001012,0.006083,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,4,5,"Success",0.000281,0.002319,0.001131,0.000113,0.000426,0.000548,3.5e-05,0.001013,0.00606,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,5,5,"Success",0.000276,0.00233,0.001171,0.000113,0.000393,0.000507,2.4e-05,0.001,0.006011,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,6,5,"Success",0.000286,0.002316,0.001224,0.000116,0.000379,0.000533,3.5e-05,0.000996,0.00608,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,7,5,"Success",0.000281,0.002296,0.001169,0.000112,0.000392,0.000503,3.4e-05,0.000983,0.005964,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,8,5,"Success",0.000278,0.002365,0.001176,0.000113,0.000398,0.000532,2.3e-05,0.001004,0.006107,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,9,5,"Success",0.000282,0.002713,0.0013,0.000117,0.000503,0.000629,3.6e-05,0.001061,0.006838,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,10,5,"Success",0.000276,0.002488,0.001184,0.000122,0.000415,0.000612,3.7e-05,0.001047,0.006411,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",128,0,0,11,5,"Success",0.000286,0.002423,0.001175,0.000116,0.000412,0.000612,2.4e-05,0.001069,0.006322,1040,0,1024,2.7864635272e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,0,6,"Warmup",0.000356,2.947813,0.019316,0.00054,0.016563,0.016224,0.000203,0.00415,3.005741,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,1,6,"Warmup",0.000378,0.00392,0.001797,0.000147,0.000784,0.000743,4.9e-05,0.001245,0.009287,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,2,6,"Success",0.000273,0.003478,0.01257,0.000139,0.000574,0.000578,4.5e-05,0.001047,0.018919,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,3,6,"Success",0.000284,0.003307,0.00158,0.000148,0.000526,0.000561,5.7e-05,0.001027,0.007683,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,4,6,"Success",0.000285,0.003276,0.001574,0.000133,0.000537,0.000554,4.5e-05,0.001007,0.007635,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,5,6,"Success",0.000282,0.003281,0.001586,0.00014,0.000555,0.00056,4.4e-05,0.000999,0.00764,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,6,6,"Success",0.000254,0.003292,0.001573,0.000134,0.000527,0.000592,5.6e-05,0.001003,0.007647,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,7,6,"Success",0.000281,0.003327,0.001637,0.000163,0.000533,0.000592,6.7e-05,0.00102,0.00781,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,8,6,"Success",0.00027,0.003212,0.00156,0.000128,0.000536,0.000574,5.6e-05,0.001,0.007559,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,9,6,"Success",0.000269,0.003276,0.001573,0.000139,0.000534,0.00059,6.8e-05,0.001,0.007665,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,10,6,"Success",0.000262,0.003309,0.001572,0.000142,0.000551,0.000604,6.7e-05,0.000996,0.007685,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",256,0,0,11,6,"Success",0.000273,0.003245,0.001596,0.000133,0.000527,0.000578,6.7e-05,0.001025,0.007636,2064,0,2048,2.7809945062e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,0,7,"Warmup",0.000321,0.007333,0.010292,0.000388,0.001379,0.001237,0.000115,0.001402,0.022736,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,1,7,"Warmup",0.000342,0.004965,0.002851,0.000378,0.001089,0.001031,0.000113,0.001261,0.012217,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,2,7,"Success",0.000217,0.004442,0.002611,0.000288,0.001,0.001002,0.000114,0.001155,0.011043,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,3,7,"Success",0.000242,0.004245,0.002596,0.00028,0.00098,0.000999,0.000101,0.001121,0.010791,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,4,7,"Success",0.000254,0.004199,0.00258,0.000319,0.000979,0.000995,0.000123,0.001109,0.010736,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,5,7,"Success",0.000236,0.004252,0.002534,0.000296,0.000989,0.000996,0.000121,0.001113,0.010754,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,6,7,"Success",0.000232,0.004102,0.002437,0.000263,0.000926,0.000923,0.000117,0.001094,0.010286,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,7,7,"Success",0.000238,0.00408,0.002424,0.000281,0.00093,0.000936,0.000116,0.001082,0.010285,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,8,7,"Success",0.000239,0.004049,0.002398,0.000286,0.000899,0.000929,0.000118,0.001079,0.010202,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,9,7,"Success",0.000239,0.004068,0.002402,0.000313,0.000927,0.000923,0.000107,0.001079,0.010266,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,10,7,"Success",0.00022,0.004049,0.002382,0.000285,0.000901,0.000954,0.000115,0.001088,0.010228,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",512,0,0,11,7,"Success",0.000234,0.004103,0.002386,0.000287,0.000913,0.000953,0.000103,0.001014,0.010188,4112,0,4096,2.7782720439e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,0,8,"Warmup",0.000275,0.014127,0.018237,0.000678,0.002563,0.002071,0.000153,0.001412,0.039756,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,1,8,"Warmup",0.00025,0.005579,0.003709,0.000578,0.001764,0.001695,0.00017,0.001133,0.015085,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,2,8,"Success",0.000261,0.005503,0.003663,0.000552,0.001747,0.001747,0.000179,0.001119,0.014956,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,3,8,"Success",0.000254,0.005442,0.00365,0.000579,0.001766,0.001724,0.000174,0.001159,0.014955,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,4,8,"Success",0.000245,0.005358,0.003666,0.00054,0.001725,0.00177,0.000164,0.001125,0.014777,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,5,8,"Success",0.000253,0.005402,0.003689,0.000522,0.00174,0.001719,0.000184,0.00112,0.014847,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,6,8,"Success",0.000244,0.005422,0.003651,0.000558,0.0017,0.001743,0.000167,0.001136,0.014827,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,7,8,"Success",0.000264,0.005401,0.00363,0.000586,0.001724,0.001735,0.000198,0.0011,0.01482,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,8,8,"Success",0.000238,0.005375,0.003673,0.000533,0.001694,0.001729,0.000176,0.001068,0.014694,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,9,8,"Success",0.000253,0.005378,0.00365,0.000527,0.001726,0.001746,0.000201,0.001068,0.014756,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,10,8,"Success",0.000245,0.005346,0.003636,0.000537,0.001714,0.001724,0.000204,0.001082,0.014685,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1024,0,0,11,8,"Success",0.000267,0.005361,0.003681,0.000552,0.001755,0.001745,0.000188,0.001046,0.01478,8208,0,8192,2.7769138077e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,0,9,"Warmup",0.002239,0.057901,0.038596,0.006064,0.019738,0.004168,0.000607,0.001296,0.130848,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,1,9,"Warmup",0.000323,0.016338,0.013885,0.001216,0.004522,0.003684,0.000592,0.001229,0.042002,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,2,9,"Success",0.000363,0.016081,0.013752,0.001166,0.004256,0.00356,0.00057,0.001124,0.041083,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,3,9,"Success",0.00032,0.015997,0.013851,0.001095,0.004428,0.003592,0.000587,0.001047,0.041146,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,4,9,"Success",0.000312,0.015821,0.013663,0.001145,0.004381,0.003587,0.000588,0.00106,0.040696,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,5,9,"Success",0.000287,0.015941,0.013737,0.001176,0.004384,0.003594,0.000576,0.001065,0.040961,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,6,9,"Success",0.00029,0.015929,0.013726,0.001186,0.004356,0.003568,0.000604,0.001083,0.040957,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,7,9,"Success",0.000296,0.015837,0.013684,0.001133,0.004301,0.00356,0.000563,0.001065,0.040611,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,8,9,"Success",0.000291,0.015829,0.013607,0.001126,0.004375,0.003554,0.000564,0.001036,0.040595,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,9,9,"Success",0.000289,0.015846,0.013667,0.001152,0.00437,0.003555,0.000567,0.001055,0.040723,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,10,9,"Success",0.000299,0.015839,0.013728,0.001153,0.0043,0.003523,0.000569,0.001022,0.040639,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2048,0,0,11,9,"Success",0.000304,0.015791,0.013597,0.001182,0.004398,0.003541,0.000561,0.001107,0.040708,16400,0,16384,2.7762354362e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,0,10,"Warmup",0.002186,0.068239,0.077535,0.021083,0.0348,0.009194,0.001443,0.001434,0.216184,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,1,10,"Warmup",0.000326,0.028525,0.025218,0.002604,0.010692,0.008672,0.001247,0.001211,0.078748,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,2,10,"Success",0.000314,0.028162,0.025156,0.00265,0.010557,0.008598,0.001239,0.001223,0.078092,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,3,10,"Success",0.000314,0.028407,0.025174,0.002584,0.010607,0.008636,0.001249,0.001101,0.078286,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,4,10,"Success",0.000272,0.028178,0.025002,0.002542,0.010577,0.008575,0.001253,0.001167,0.077836,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,5,10,"Success",0.000314,0.02827,0.024968,0.00269,0.01057,0.008668,0.001264,0.001152,0.078121,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,6,10,"Success",0.000279,0.028076,0.026241,0.002589,0.010473,0.00862,0.001248,0.00117,0.078925,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,7,10,"Success",0.000312,0.028191,0.025427,0.002532,0.010472,0.008617,0.001266,0.001201,0.07823,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,8,10,"Success",0.000297,0.028324,0.025803,0.002625,0.01055,0.008646,0.001252,0.001161,0.078906,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,9,10,"Success",0.00031,0.028303,0.025157,0.002605,0.010395,0.008673,0.001239,0.001155,0.078041,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,10,10,"Success",0.000278,0.028295,0.033526,0.014498,0.011604,0.009306,0.001419,0.00131,0.100446,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4096,0,0,11,10,"Success",0.000286,0.030096,0.027187,0.002705,0.011055,0.009088,0.001352,0.001261,0.083219,32784,0,32768,2.7758964368e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,0,11,"Warmup",0.000358,0.144693,0.133633,0.005553,0.063141,0.018112,0.003429,0.032808,0.402043,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,1,11,"Warmup",0.000413,0.111167,0.107785,0.005479,0.020934,0.018001,0.003325,0.020007,0.287408,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,2,11,"Success",0.000316,0.058303,0.109239,0.006366,0.0214,0.0181,0.003328,0.019254,0.236556,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,3,11,"Success",0.000309,0.058181,0.109209,0.006223,0.021474,0.017964,0.003285,0.018941,0.235834,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,4,11,"Success",0.000323,0.058137,0.109272,0.006261,0.021273,0.017887,0.003353,0.018852,0.235617,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,5,11,"Success",0.000335,0.057953,0.110238,0.006279,0.021261,0.017872,0.003289,0.018991,0.236473,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,6,11,"Success",0.000347,0.057823,0.109905,0.006187,0.021374,0.017792,0.003327,0.018919,0.235907,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,7,11,"Success",0.000318,0.057957,0.109315,0.006277,0.021224,0.017879,0.003287,0.018812,0.235333,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,8,11,"Success",0.000309,0.057984,0.109091,0.006255,0.021272,0.01784,0.003257,0.018962,0.235237,65552,0,65536,2.7757269837e-17,0
